unique_number,id_no,name_en,short_description_en,date_inscribed,danger_list,longitude,latitude,area_hectares,category,states_name_en,name_en,iso_code,udnp_code,transboundary
1547,1147,Ecosystem and Relict Cultural Landscape of Lopé-Okanda,"<p>The Ecosystem and Relict Cultural Landscape of Lop&eacute;-Okanda demonstrates an unusual interface between dense and well-conserved tropical rainforest and relict savannah environments with a great diversity of species, including endangered large mammals, and habitats. The site illustrates ecological and biological processes in terms of species and habitat adaptation to post-glacial climatic changes. It contains evidence of the successive passages of different peoples who have left extensive and comparatively well-preserved remains of habitation around hilltops, caves and shelters, evidence of iron-working and a remarkable collection of some 1,800 petroglyphs (rock carvings). The property&rsquo;s collection of Neolithic and Iron Age sites, together with the rock art found there, reflects a major migration route of Bantu and other peoples from West Africa along the River Ogoou&eacute; valley to the north of the dense evergreen Congo forests and to central east and southern Africa, that has shaped the development of the whole of sub-Saharan Africa.</p>",2007,,11.5000000000,-0.5000000000,491291.0000,Mixed,Gabon,Africa,ga,gab,0
897,761,Kunta Kinteh Island and Related Sites,"<p>James Island and Related Sites present a testimony to the main periods and facets of the encounter between Africa and Europe along the River Gambia, a continuum stretching from pre-colonial and pre-slavery times to independence. The site is particularly significant for its relation to the beginning of the slave trade and its abolition. It also documents early access to the interior of Africa.</p>",2003,,-16.3571944400,13.3161666700,7.5981,Cultural,Gambia,Africa,gm,gmb,0
838,708,Historical Monuments of Mtskheta,"<p>The historic churches of Mtskheta, former capital of Georgia, are outstanding examples of medieval religious architecture in the Caucasus. They show the high artistic and cultural level attained by this ancient kingdom.</p>",1994,Y 2009,44.7163900000,41.8438900000,3.8500,Cultural,Georgia,Europe and North America,ge,geo,0
839,709,Upper Svaneti,"<p>Preserved by its long isolation, the Upper Svaneti region of the Caucasus is an exceptional example of mountain scenery with medieval-type villages and tower-houses. The village of Chazhashi still has more than 200 of these very unusual houses, which were used both as dwellings and as defence posts against the invaders who plagued the region.</p>",1996,,43.0113900000,42.9163900000,1.0600,Cultural,Georgia,Europe and North America,ge,geo,0
840,710,Bagrati Cathedral and Gelati Monastery,"<p>The construction of Bagrati Cathedral, named after Bagrat III, the first king of united Georgia, started at the end of the 10th century and was completed in the early years of the 11th century. Although partly destroyed by the Turks in 1691, its ruins still lie in the centre of Kutaisi. The Gelati Monastery, whose main buildings were erected between the 12th and 17th centuries, is a well-preserved complex, with wonderful mosaics and wall paintings. The cathedral and monastery represent the flowering of medieval architecture in Georgia.</p>",1994,Y 2010,42.7163900000,42.2622200000,7.8700,Cultural,Georgia,Europe and North America,ge,geo,0
6,3,Aachen Cathedral ,"<p>Construction of this palatine chapel, with its octagonal basilica and cupola, began c. 790&ndash;800 under the Emperor Charlemagne. Originally inspired by the churches of the Eastern part of the Holy Roman Empire, it was splendidly enlarged in the Middle Ages.</p>",1978,,6.0844444440,50.7744444400,0.2000,Cultural,Germany,Europe and North America,de,deu,0
186,168,Speyer Cathedral,"<p>Speyer Cathedral, a basilica with four towers and two domes, was founded by Conrad II in 1030 and remodelled at the end of the 11th century. It is one of the most important Romanesque monuments from the time of the Holy Roman Empire. The cathedral was the burial place of the German emperors for almost 300 years.</p>",1981,,8.4430555560,49.3166666700,0.0000,Cultural,Germany,Europe and North America,de,deu,0
1735,169,Würzburg Residence with the Court Gardens and Residence Square,"<p>This magnificent Baroque palace &ndash; one of the largest and most beautiful in Germany and surrounded by wonderful gardens &ndash; was created under the patronage of the prince-bishops Lothar Franz and Friedrich Carl von Sch&ouml;nborn. It was built and decorated in the 18th century by an international team of architects, painters (including Tiepolo), sculptors and stucco-workers, led by Balthasar Neumann.</p>",1981,,9.9388900000,49.7927800000,14.7700,Cultural,Germany,Europe and North America,de,deu,0
1627,187,St Mary's Cathedral and St Michael's Church at Hildesheim,"<p>St Michael's Church was built between 1010 and 1020 on a symmetrical plan with two apses that was characteristic of Ottonian Romanesque art in Old Saxony. Its interior, in particular the wooden ceiling and painted stucco-work, its famous bronze doors and the Bernward bronze column, are &ndash; together with the treasures of St Mary's Cathedral &ndash; of exceptional interest as examples of the Romanesque churches of the Holy Roman Empire.</p>",1985,,9.9438900000,52.1527800000,0.5800,Cultural,Germany,Europe and North America,de,deu,0
1864,271,Pilgrimage Church of Wies,"<p>Miraculously preserved in the beautiful setting of an Alpine valley, the Church of Wies (1745&ndash;54), the work of architect Dominikus Zimmermann, is a masterpiece of Bavarian Rococo &ndash; exuberant, colourful and joyful.</p>",1983,,10.9001388900,47.6812777800,0.1000,Cultural,Germany,Europe and North America,de,deu,0
1706,272,Hanseatic City of Lübeck,"<p>L&uuml;beck &ndash; the former capital and Queen City of the Hanseatic League &ndash; was founded in the 12th century and prospered until the 16th century as the major trading centre for northern Europe. It has remained a centre for maritime commerce to this day, particularly with the Nordic countries. Despite the damage it suffered during the Second World War, the basic structure of the old city, consisting mainly of 15th- and 16th-century patrician residences, public monuments (the famous Holstentor brick gate), churches and salt storehouses, remains unaltered.</p>",1987,,10.6916700000,53.8666700000,81.1000,Cultural,Germany,Europe and North America,de,deu,0
322,288,Castles of Augustusburg and Falkenlust at Brühl,"<p>Set in an idyllic garden landscape, Augustusburg Castle (the sumptuous residence of the prince-archbishops of Cologne) and the Falkenlust hunting lodge (a small rural folly) are among the earliest examples of Rococo architecture in 18th-century Germany.</p>",1984,,6.9097777780,50.8250277800,89.0000,Cultural,Germany,Europe and North America,de,deu,0
1628,292,Cologne Cathedral,"<p>Begun in 1248, the construction of this Gothic masterpiece took place in several stages and was not completed until 1880. Over seven centuries, successive builders were inspired by the same faith and a spirit of absolute fidelity to the original plans. Apart from its exceptional intrinsic value and the artistic masterpieces it contains, Cologne Cathedral testifies to the enduring strength of European Christianity.</p>",1996,P 2004-2006,6.9572222220,50.9411111100,,Cultural,Germany,Europe and North America,de,deu,0
420,367,"Roman Monuments, Cathedral of St Peter and Church of Our Lady in Trier","<p>Trier, which stands on the Moselle River, was a Roman colony from the 1st century AD and then a great trading centre beginning in the next century. It became one of the capitals of the Tetrarchy at the end of the 3rd century, when it was known as the &lsquo;second Rome&rsquo;. The number and quality of the surviving monuments are an outstanding testimony to Roman civilization.</p>",1986,,6.6333333330,49.7500000000,0.0000,Cultural,Germany,Europe and North America,de,deu,0
1865,515,Abbey and Altenmünster of Lorsch,"<p>The abbey, together with its monumental entrance, the famous 'Torhall', are rare architectural vestiges of the Carolingian era. The sculptures and paintings from this period are still in remarkably good condition.</p>",1991,,8.5685800000,49.6536900000,3.3400,Cultural,Germany,Europe and North America,de,deu,0
624,532,Palaces and Parks of Potsdam and Berlin,"<p>With 500 ha of parks and 150 buildings constructed between 1730 and 1916, Potsdam's complex of palaces and parks forms an artistic whole, whose eclectic nature reinforces its sense of uniqueness. It extends into the district of Berlin-Zehlendorf, with the palaces and parks lining the banks of the River Havel and Lake Glienicke. Voltaire stayed at the Sans-Souci Palace, built under Frederick II between 1745 and 1747.</p>",1990,,13.0333333300,52.4000000000,2064.0000,Cultural,Germany,Europe and North America,de,deu,0
